NAMEKEY,SALESKEY,ITEMKEY,BALLDATE,BALLDESC,SERIALNO,BALLPRICE,BALLQTY,COLOR,WEIGHT,INSCRIPT,L1GRIP,L1GRIPSIZE,L1HOLESIZE,L1PITCH,L1PITCHF,L1PITCH2,L1PITCHF2,L2GRIP,L2GRIPSIZE,L2HOLESIZE,L2PITCH,L2PITCHF,L2PITCH2,L2PITCHF2,R1GRIP,R1GRIPSIZE,R1HOLESIZE,R1PITCH,R1PITCHF,R1PITCH2,R1PITCHF2,R2GRIP,R2GRIPSIZE,R2HOLESIZE,R2PITCH,R2PITCHF,R2PITCH2,R2PITCHF2,THSLUG,THSLUGSIZE,THHOLESIZE,THPITCH,THPITCHF,THPITCH2,THPITCHF2,BRIDGE,L1CUTTOCUT,L2CUTTOCUT,R1CUTTOCUT,R2CUTTOCUT,L1SPAN,L2SPAN,R1SPAN,R2SPAN,HAXIS,VAXIS,VAXISUORD,STOCKKEY,PININOUT,TOPWEIGHT,BRIDGE1,BRIDGE2,COMMENTS1,COMMENTS2,SIDEWEIGHT,FINGWEIGHT,DRILLING,CGOVER,CGUP,PINOVER,PINUP,OVALANGLE,OVALWIDTH,DRILLTYPE,WHSIZE,WHDEPTH,WHWEIGHT,WHOVER,WHUP,NUMFINGERS,LEFTRIGHT,MACHSETF1,MACHSETF2,MACHSETF3,MACHSETF4,MACHSETTH,OVALANGLEN,OVALWIDTHN,COMMENTS3,SURFTEXTUR,ENDSIDEWH,ENDFINGTH,HAXISLR,MASSBIAS,F1OVALSIZE,F2OVALSIZE,F3OVALSIZE,F4OVALSIZE,ENDWTTOPB,ENDSIDEPM,ENDFTLIT,DIAMTRACK,SALEPERSON,FINISHDATE,DRCOMMENTS,IPSIAWIDTH,OVALCALCUL
12816,0,0,2016-11-09,STORM KOREAN-MADE PLASTIC BALL BLANK,STDY228821,0.0,1,GREEN/BLUE PEARL,12.25,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,39/64,Rt,None,3/8,,None,,,None,None,,,None,,49/64,Rt,Rev,1/8,1/8,,,,,,,4 1/16,4 3/16,,,,None,0,,2.75,5/16,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.875,45,7/8,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12817,0,0,2016-11-09,PYRAMID FORCE BLANK,PY6G161990,0.0,1,BLACK SOLID,16.06,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,None,3/8,,Vise PL,3/4,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/4,61/64,Rt,None,1/8,,,,4 3/8,4 15/32,,,4 11/16,4 13/16,,4,1 1/8,Up,0,2-3,3.25,1/4,,,,0.0,0.0,60 X 4.5 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,,60,1.00,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12817,0,0,2016-11-09,STORM PITCH BLUE,16TULF15Y121,0.0,1,BLUE PEARL,15.06,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,None,3/8,,Vise PL,3/4,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/4,61/64,Rt,None,1/8,,,,4 3/8,4 15/32,,,4 11/16,4 13/16,,4,1 1/8,Up,0,2-3,3.54,1/4,,,,0.0,0.0,70 X 4.25 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,60,1.00,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12818,0,0,2016-11-10,AMF XCITE BLANK,14GXBI124Y025,0.0,1,GOLD PEARL/BLUE,12.06,,None,,,None,None,,,None,,13/16,Lt,Fwrd,3/8,1/8,None,,49/64,Rt,Fwrd,3/8,1/8,None,,,None,None,,,None,,27/32,Rt,Rev,1/8,1/8,,,,,,,3 7/16,3 9/16,,,,None,0,1-2,3.5,9/32,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.890,45,57/64,,,,,Right,,,,,,None,None,None,,,,HEAVY GRIPPING HOLE BEVEL  TO ACCOMODATE ARTHRITIC FINGER AND JOINT SWELLING,,Ebonite
12819,0,0,2016-11-10,BRUNSWICK RHINO RED/GOLD/BLACK PEARL BLA,DJD41181,0.0,1,RED/GOLD/BLACK PEARL,15.25,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,None,3/8,,Vise Oval,45/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/4,59/64,None,None,,,,,3 29/32,3 3/4,,,4 3/16,4 1/8,,5 1/4,1/4,Up,0,2-3,3.25,1/4,,,,0.0,0.0,70 X 3 3/4 X 25,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,,,IPSIA
12820,0,0,2016-11-10,BRUNSWICK FANATIC BTU,HJO31130,0.0,1,STEEL GRAY,15.25,,None,,,None,None,,,Vise PL,45/64,31/32,Lt,None,3/8,,Vise PL,47/64,31/32,Rt,None,3/8,,None,,,None,None,,,PS Taper Thumb,1 1/4,1,Lt,None,1/4,,,,4 1/32,3 15/16,,,4 3/8,4 5/16,,4 3/4,1/8,Up,0,3-4,2.9,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Left,,,,,,None,None,None,,,,,,IPSIA
12821,0,0,2016-11-11,USED STORM HYROAD SOLID,,0.0,1,BRICK RED,15.12,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,1/8,1/4,Vise Oval,23/32,31/32,Rt,Rev,5/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,55/64,Lt,Rev,3/16,3/8,,,4 13/32,4 11/32,,,4 3/4,4 11/16,,4 5/8,1,Up,0,2-3,3.32,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,,,IPSIA
12822,0,0,2016-11-12,USED COLUMBIA 300 FREEZE BLUE/COPPER,1D070083C,0.0,1,BLUE/COPPER PEARL,14.06,,None,,,None,None,,,Vise PL,49/64,31/32,Lt,None,3/8,,Vise PL,11/16,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,13/16,Rt,Rev,1/8,1/4,,,,,,,4 7/16,4 1/2,,4 1/2,1/8,Up,0,1-2,2.5,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.950,45,61/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12823,0,0,2016-11-12,EBONITE CYCLONE BLACK/GOLD/SILVER,6C070199B,0.0,1,BLACK/GOLD/SILVER PEARL,15.18,,None,,,None,None,,,None,,5/8,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,23/32,Lt,Fwrd,1/8,1/8,,,,,,,3 3/4,3 11/16,,4,1,Up,0,2-3,3.75,9/32,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Left,,,,,13/16,45,.815,,,,,Left,,,,,,None,None,None,,,,,,Ebonite
12824,0,0,2016-11-12,EBONITE CYCLONE RED/BLUE SPARKLE,6C140578A,0.0,1,RED/BLUE SPARKLE,12.18,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,None,3/8,,Vise PL,49/64,31/32,Rt,None,3/8,,None,,,None,None,,,None,,7/8,Rt,Rev,1/8,3/16,,,4 1/8,4 3/32,,,4 3/8,4 5/16,,,,None,0,1-2,1.25,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,.950,45,61/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12644,0,0,2016-11-12,HAMMER ABSOLUTE HOOK X OUT BLANK,3I120047A,0.0,1,PURPLE/BLACK SOLID,16.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,1/4,1/8,Vise PL,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,7/8,Lt,None,1/4,,,,4 1/32,3 31/32,,,4 1/2,4 3/8,,4 1/2,1/2,Up,0,5+,3.25,1/4,,,,0.0,0.0,45 X 5 X 40,,,,,,,Finger Tip,15/16,"2""",,    3v,PAP,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,"BLANK DRILL
CONE SHAPED BEVEL",,IPSIA
10322,0,0,2016-11-14,TRACK PARADOX TRILOGY,6I160139B,0.0,1,BLUE/SILVER/BLACK,15.18,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,1/8,Vise Oval,23/32,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,27/32,Lt,Rev,1/8,1/2,,,4 13/16,4 7/8+,,,5+,5 1/8,,4 7/16,1 1/16,Up,2049,1-2,2.25,1/4,,,,0.0,0.0,50 X 4 3/4 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
12553,0,0,2016-11-15,DV8 DEVIANT PEARL,GJP42122,0.0,1,BLACK SILVER PEARL,13.36,,None,,,None,None,,,None,,51/64,Lt,Fwrd,1/2,1/4,None,,45/64,Rt,Fwrd,1/4,1/4,None,,,None,None,,,None,,X,None,None,,,,,,,,,,,,5 1/2,2,Down,0,3-4,1.3,,,,,0.0,0.0,45 X 5 X 20,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"TWO FINGERED GRIP, NO THUMB HOLE",,IPSIA
12614,0,0,2016-11-15,DV8 DEVIANT PEARL,FJM31055,0.0,1,SILVER BLACK PEARL,14.12,,None,,,None,None,,,Vise PL,39/64,31/32,Lt,None,3/8,,Vise PL,37/64,31/32,Rt,None,3/8,,None,,,None,None,,,None,,27/32,Rt,Rev,1/8,5/16,,,,,,,4 13/16+,4 15/16+,,4,1,Up,0,2-3,2.6,1/4,,,,0.0,0.0,45 X 5 X 40,,,,,,,Finger Tip,,,.625,,,2,Right,,,,,,,,,,.700,.350,Right,,,,,,Top,Plus,Finger,,,,"COPIED GRIP FROM STRIKE KING FOR RIGHT HAND, NOT DRILLED HERE",,Ebonite
12825,0,0,2016-11-15,HAMMER REBEL SOLID,6I220654A,0.0,1,ORANGE/BLUE SOLID,11.0,,None,,,None,None,,,Vise Oval,13/16,31/32,Lt,Rev,1/2,3/8,Vise Oval,25/32,31/32,Rt,Rev,5/16,3/8,None,,,None,None,,,Vise Ure Slug,1 3/8,1 3/64,Rt,Rev,1/8,1/4,,,4 13/32,4 1/2,,,4 11/16,4 13/16,,5 3/4,1 5/16,Up,0,3-4,0.0,9/32,,,,0.0,0.0,70 X 4 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,HAD BACK SURGERY AND SUFFERED STROKE IN 2016,,IPSIA
11601,0,0,2016-11-15,HAMMER DARK LEGEND PURPLE PEARL,6A080541A,0.0,1,DARK PURPLE PEARL,15.12,,None,,,None,None,,,None,,5/8,Lt,Fwrd,3/8,1/8,None,,19/32,Rt,Fwrd,3/8,1/8,None,,,None,None,,,Vise IT Thumb S,1 5/16,27/32,None,Rev,,3/8,,,4 7/16,4 1/2,,,4 9/16,4 5/8,,5,1/2,Up,0,2-3,2.75,1/4,,,,0.0,0.0,50 X 5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,.920,45,59/64,,,,,Right,,,.635,.603,,None,None,None,,,,VISE THUMB IT,,Ebonite
12216,0,0,2016-11-15,ROTO GRIP NO RULES,,0.0,1,PRANGE/GREEN/BLACK,15.06,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/8,Vise PL,5/8,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise IT Thumb S,1 7/16,25/32,None,Rev,,1/2,,,4,4,,,4 7/16,4 1/2,,4 1/2,1/2,Down,0,2-3,0.0,1/4,,,,0.0,0.0,52 X 5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,.968,45,31/32,,,,,Right,,,,,,None,None,None,,,,INSTALL VISE IT BALL IT AND FINGER GRIPS,,Ebonite
12826,0,0,2016-11-16,TRACK PARADOX PEARL PURPLE,6A090173B,0.0,1,PURPLE PEARL,15.25,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/8,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,59/64,Lt,Rev,3/8,1/2,,,4 11/32,4 15/32,,,4 1/2,4 11/16,,5 5/8,1,Up,0,2-3,3.25,1/4,,,,0.0,0.0,65 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.935,,,,,Right,,,,,,None,None,None,,,,REQUESTED COPY OF STORM VG NANO,,Ebonite
12826,0,0,2016-11-16,BRUNSWICK SOUL MATE,GHV11056,0.0,1,GOLD/ORANGE PEARL,15.25,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/8,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,59/64,Lt,Rev,3/8,1/2,,,4 11/32,4 15/32,,,4 1/2,4 11/16,,5 5/8,1,Up,0,2-3,2.8,1/4,,,,0.0,0.0,65 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.935,,,,,Right,,,,,,None,None,None,,,,REQUESTED COPY OF STORM VG NANO,,Ebonite
10097,0,0,2016-11-16,MOTIV PRIMAL FEAR,WII10210,0.0,1,ORANGE/GRAY PEARL,15.12,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,1/8,1/8,Vise Oval,45/64,31/32,Rt,Rev,5/8,1/4,None,,,None,None,,,Turbo Switch Gr,1 1/2,61/64,Rt,Rev,1/8,3/8,,,4 1/8,4 3/16+,,,4 17/32,4 5/8+,,3 3/4,1/16,Up,3268,3-4,3.2,1/4,,,,0.0,0.0,35 X 4 X 30,,,,,,,Finger Tip,57/64,DEEP,,VOODOO,,2,Right,,,,,,45,.980,,box,,,Right,,,,,,None,None,None,,,,"Big notch up with Switch Grip   

Scribe lines okay",,Ebonite
12827,0,0,2016-11-17,COLUMBIA 300 WHITE DOT BLUE/BLACK/SILVER,6I291349A,0.0,1,BLUE/BLACK/SILVER,10.0,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,49/64,Rt,None,3/8,,None,,,None,None,,,None,,57/64,Lt,None,1/8,,,,,,,,3 15/16,3 3/4,,,,None,0,,1.25,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Left,,,,,.935,45,15/16,,,,,Left,,,,,,None,None,None,,,,,,Ebonite
11480,0,0,2016-11-17,EBONITE CYCLONE RED/BLUE SPARKLE,,0.0,1,RED/BLUE SPARKLE,12.0,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,21/32,Rt,None,3/8,,None,,,None,None,,,None,,3/4,Rt,Fwrd,3/16,1/8,,,,,,,3 3/8,3 9/16,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.800,45,51/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12523,0,0,2016-11-17,BRUNSWICK T ZONE RED/BLACK/GOLD,DB21154,0.0,1,RED/BLACK/GOLD,14.06,,None,,,None,None,,,Vise Oval,13/16,31/32,Lt,Rev,3/8,1/2,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,None,,59/64,None,Rev,,1/8,,,3 15/16,4,,,4 1/16,4 3/16,,,,None,0,2-3,1.75,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.010,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12828,0,0,2016-11-17,STORM IQ TOUR SOLID,,0.0,1,BLUE SOLID,15.0,,None,,,None,None,,,None,,3/4,Lt,Fwrd,1/2,1/4,None,,11/16,Rt,Fwrd,1/2,1/4,None,,,None,None,,,None,,59/64,Rt,Rev,1/8,3/8,,,,,,,3 13/16,4 1/16,,5,1 3/4,Up,0,3-4,0.0,5/16,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10134,0,0,2016-11-17,STORM HYROAD ORIGINAL,16TTYF01F015,0.0,1,BLUE/BLACK HYRBID,15.0,,None,,,None,None,,,Vise VACU Style,47/64,31/32,Lt,None,3/8,,Vise VACU Style,23/32,31/32,Rt,None,3/8,,None,,,None,None,,,Vise IT Thumb S,1 5/16,29/32,None,None,,,,,3 3/4,3 7/8,,,,,,4 1/4,3/4,Down,1128,3-4,3.05,1/4,,,,0.0,0.0,45 X 4 X 90,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,box shiny,,,Right,,,,,,None,None,None,,,,REQUESTED RICO LAYOUT,,Ebonite
12829,0,0,2016-11-18,EBONITE GAMEBREAKER 2 MVP BLANK,6E080474A,0.0,1,BLUE/PURPLE HYBRID,15.25,,None,,,None,None,,,None,,47/64,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,29/32,None,Rev,,3/16,,,,,,,4 5/16,4 7/16,,4,1,Up,0,4-5,2.0,9/32,,,,0.0,0.0,60 X 4.24 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,.984,45,63/64,,,,,Right,,,,,,None,None,None,,,,"ASSUMED 4 X 1 PAP
ALSO REQUESTED LARGER HOLE SIZES ",,Ebonite
12241,0,0,2016-11-18,BRUNSWICK BLUE/SILVER PEARL,CJU31183,0.0,1,BLUE/SILVER PEARL,13.18,,None,,,None,None,,,None,,49/64,Lt,None,3/8,,None,,23/32,Rt,None,3/8,,None,,,None,None,,,None,,53/64,Rt,None,3/8,,,,,,,,3 9/16,3 5/8,,,,None,0,3-4,2.8,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.906,45,29/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12830,0,0,2016-11-18,TROPICAL STORM YELLOW/SILVER PEARL,16TYVE26X1254,0.0,1,YELLOW/SILVER PEARL,12.18,,None,,,None,None,,,Vise Oval,19/32,31/32,Lt,None,3/8,,Vise Oval,9/16,31/32,Rt,None,3/8,,None,,,None,None,,,None,,49/64,Rt,None,1/4,,,,3 25/32,3 13/16,,,4,4 1/16,,,,None,0,1-2,2.79,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.800,45,51/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12831,0,0,2016-11-18,EBONITE MAXIM PEPPERMINT,6G120221C,0.0,1,PINK/SILVER PEARL,10.0,,None,,,None,None,,,None,,5/8,Lt,None,3/8,,None,,9/16,Rt,None,3/8,,None,,,None,None,,,None,,13/16,Rt,Fwrd,1/8,1/8,,,,,,,3 1/16,3 1/4,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.828,45,53/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12832,0,0,2016-11-19,HAMMER REBEL SOLID,6J030394A,0.0,1,BLUE/ORANGE,15.06,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,None,3/8,,Vise Oval,39/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/8,13/16,Rt,Rev,1/8,3/16,,,4,4 3/16,,,4 3/8,4 9/16,,5,1,Down,0,2-3,3.0,1/4,,,,0.0,0.0,60 X 5 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,.845,45,27/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12833,0,0,2016-11-19,PITTSBURGH STEELERS VAB,6A260623C,0.0,1,STEELER BLACK/GOLD,10.12,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,47/64,Rt,None,3/8,,None,,,None,None,,,None,,7/8,None,None,,,,,,,,,3 9/16,3 3/8,,,,None,0,,2.25,5/16,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Left,,,,,.890,45,57/64,,,,,Left,,,,,,None,None,None,,,,,,Ebonite
12834,0,0,2016-11-19,HAMMER SCANDAL SOLID BLANK,6H250367A,0.0,1,BLUE/GREEN SOLID,12.06,,None,,,None,None,,,Vise PL,41/64,31/32,Lt,None,3/8,,Vise PL,19/32,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/8,25/32,Rt,Rev,5/16,1/4,,,3 27/32,4,,,4 5/16,4 7/16,,,,None,0,2-3,2.25,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,51/64,45,.800,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12126,0,0,2016-11-21,STORM MATCH PEARL BLANK,16THLG21I016,0.0,1,GOLD/BURNT ORANGE PEARL,15.18,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,None,3/8,,Vise Oval,25/32,31/32,Rt,None,3/8,,None,,,None,None,,,None,,15/16,Lt,Rev,1/8,5/16,,,4 27/32,4 21/32,,,5,4 13/16,,5,1,Down,0,2-3,2.97,1/4,,,,0.0,0.0,60 X 6 X 40,,,,,,,Finger Tip,,,,,,2,Left,,,,,1.067,45,1 1/32,,,,,Left,,,,,,None,None,None,,,,,,Ebonite
12835,0,0,2016-11-21,PRELIMINARY FIT,,0.0,1,,0.0,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,5/8,Rt,None,3/8,,None,,,None,None,,,None,,49/64,Rt,Fwrd,3/16,1/8,,,,,,,3 1/16,3 1/4,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,13/16,45,.805,,,,,Right,,,,,,None,None,None,,,,"8 OR 10 LBS, HAS TENDONITIS IN THTE RIGHT ELBOW
LEANING TOWARD 10 LBS GREEN ENVY BRUNSWICK TARGET ZONE",,Ebonite
12512,0,0,2016-11-22,RBUNSWICK RHINO RED/BLACK/GOLD,HJJ31022,0.0,1,RED/BLACK/GOLD PEARL,15.25,,None,,,None,None,,,Vise Semi,47/64,31/32,Lt,None,5/16,,Vise Semi,45/64,31/32,Rt,Fwrd,3/8,1/8,None,,,None,None,,,Vise IT Thumb S,1 5/16,,Lt,Rev,1/8,5/8,,,4 9/16,4 1/2,,,5,4 15/16,,4 3/4,1,Up,0,3-4,2.5,1/4,,,,0.0,0.0,70 X 3.25 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"
ADD THUMB IT RING TO BALL, NOT THE SLUG",,IPSIA
12836,0,0,2016-11-23,OTB DALLAS COWBOYS VAB,KE61183,0.0,1,COWBOYS,15.12,,None,,,None,None,,,None,,51/64,Lt,Fwrd,3/8,1/8,None,,47/64,Rt,Fwrd,3/8,1/8,None,,,None,None,,,None,,57/64,Rt,None,3/16,,,,,,,,3 7/16,3 11/16,,4,1 3/4,Up,0,,3.0,9/32,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.940,45,15/16,,,,,Right,,,,,,None,None,None,,,,20% OFF FOR RED WEDNESDAY 11/23/2016,,Ebonite
12441,0,0,2016-11-23,HAMMER BLACK WIDOW,,0.0,1,,13.94,,None,,,None,None,,,Vise Lady PO,39/64,31/32,Lt,None,3/8,,Vise Lady PO,37/64,31/32,Rt,None,3/8,,None,,,None,None,,,None,,51/64,Lt,Rev,3/16,1/4,,,4 9/32,4 11/32,,,4 1/2,4 9/16,,4 3/4,3/4,Down,0,N/A,2.8,1/4,,,,0.0,0.0,LABEL,,,,,,,Finger Tip,,,,,,2,Right,,,,,.810,45,13/16,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12837,0,0,2016-11-23,TRACK CYBORG,6G130313A,0.0,1,BURGUNDY/SILVER PEARL,15.06,,None,,,None,None,,,Vise Oval,51/64,31/32,Lt,None,1/2,,Vise Oval,3/4,31/32,Rt,Rev,1/4,3/16,None,,,None,None,,,Vise Ure Slug,1 3/8,55/64,None,Rev,,1/4,,,4 5/32,4 7/32,,,4 7/16,4 1/2,,3 7/8,1 3/4,Up,0,3-4,2.75,1/4,,,,0.0,0.0,52 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.030,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12838,0,0,2016-11-23,STORM MATCH SOLID,16TRHD29O008,0.0,1,,12.18,,None,,,None,None,,,Vise Lady Oval,21/32,7/8,Lt,None,3/8,,Vise Lady Oval,39/64,7/8,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/8,25/32,Rt,None,1/8,,,,3 13/32,3 9/16,,,3 3/4,3 7/8,,4,1 1/2,Up,0,1-2,2.73,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.815,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
12599,0,0,2016-11-23,ROTO GRIP DARE DEVIL,16RVLJ19E096,0.0,1,ULTRAMARINE BLUE PEARL,15.25,,None,,,None,None,,,None,,47/64,Lt,Fwrd,1/2,1/4,None,,11/16,Rt,Fwrd,1/4,1/4,None,,,None,None,,,None,,53/64,Lt,None,1/8,,,,,,,,3 7/8,4,,5 1/2,2,Down,0,3-4,3.33,5/16,,,,0.0,0.0,45 X 5 1/2 X 25,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"TWO HANDED STYLE
REQUESTED GRIP INSERTING FINGERS TO SECOND KNUCKLE",,Ebonite
10028,0,0,2016-11-28,HAMMER BLACK URETHANE,,0.0,1,BLACK SOLID,14.25,,None,,,None,None,,,Vise PL,55/64,1 1/32,Lt,Rev,1/8,1/4,Vise PL,53/64,1 1/32,Rt,Rev,7/16,1/8,None,,,None,None,,,Vise Ure Slug,1 3/8,31/32,None,Rev,,1/8,,,4 9/32,4 13/32,,,4 11/16,4 13/16,,5 1/4,7/8,Up,1628,2-3,3.25,1/4,,,,0.0,0.0,75 X 4 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.010,,box,,,Right,,,,,,None,None,None,,,,"
",,Ebonite
12839,0,0,2016-11-29,BRUNSWICK T ZONE MARDI GRAS,BJP1062,0.0,1,GOLD/GREEN/PURPLE,8.0,,None,,,None,None,,,None,,43/64,Lt,None,3/8,,None,,23/32,Rt,None,3/8,,None,,,None,None,,,None,,53/64,Lt,Fwrd,1/8,1/8,,,,,,,3 3/8,3 1/4,,,,None,0,,1.5,5/16,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,,,IPSIA
11614,0,0,2016-12-01,EBONITE GYRO URETHANE P/R THUMB,,0.0,1,BLUE/GRAY,14.06,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,Rev,1/4,1/4,Vise Oval,23/32,31/32,Rt,Rev,7/16,1/8,None,,,None,None,,,None,,57/64,Lt,Rev,3/16,1/8,,,,,,,4 1/4,4 3/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.935,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
